id,photos_id,iconic_taxon,taxon_name,photos_medium_url,user_login,latitude,longitude,license_photo,attribution,path
311355,416136,plantae,Ulva rigida,https://minka-sdg.org/attachments/local_photos/files/416136/medium.jpeg,eloi_sanz,41.4378096788,2.2453016116,cc-by-nc,"(c) Eloi Sanz, some rights reserved (CC BY-NC)",311355_416136.jpg
309330,413480,insecta,Cicada orni,https://minka-sdg.org/attachments/local_photos/files/413480/medium.jpeg,mediambient_ajelprat,41.2802514638,2.0826473317,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",309330_413480.jpg
309328,413477,plantae,Pancratium maritimum,https://minka-sdg.org/attachments/local_photos/files/413477/medium.jpeg,mediambient_ajelprat,41.2799023846,2.0819344403,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",309328_413477.jpg
309326,413475,insecta,Gonepteryx cleopatra,https://minka-sdg.org/attachments/local_photos/files/413475/medium.jpeg,mediambient_ajelprat,41.2798666052,2.0820631104,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",309326_413475.jpg
309325,413473,insecta,Chlorophorus varius,https://minka-sdg.org/attachments/local_photos/files/413473/medium.jpeg,mediambient_ajelprat,41.2799320838,2.0820279377,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",309325_413473.jpg
309324,413471,insecta,Aricia cramera,https://minka-sdg.org/attachments/local_photos/files/413471/medium.jpeg,mediambient_ajelprat,41.2797790782,2.0820929632,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",309324_413471.jpg
309324,413472,insecta,Aricia cramera,https://minka-sdg.org/attachments/local_photos/files/413472/medium.jpeg,mediambient_ajelprat,41.2797790782,2.0820929632,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",309324_413472.jpg
308458,412332,insecta,Uresiphita gilvata,https://minka-sdg.org/attachments/local_photos/files/412332/medium.jpeg,amb_platges,41.2643888889,1.9496805556,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308458_412332.jpg
308458,412331,insecta,Uresiphita gilvata,https://minka-sdg.org/attachments/local_photos/files/412331/medium.jpeg,amb_platges,41.2643888889,1.9496805556,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308458_412331.jpg
308457,412330,plantae,Paronychia argentea,https://minka-sdg.org/attachments/local_photos/files/412330/medium.jpeg,amb_platges,41.2645777778,1.9493861111,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308457_412330.jpg
308456,412329,plantae,Medicago marina,https://minka-sdg.org/attachments/local_photos/files/412329/medium.jpeg,amb_platges,41.2644583333,1.9493527778,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308456_412329.jpg
308455,412328,plantae,Polygonum maritimum,https://minka-sdg.org/attachments/local_photos/files/412328/medium.jpeg,amb_platges,41.2644305556,1.949375,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308455_412328.jpg
308454,412327,plantae,Echinophora spinosa,https://minka-sdg.org/attachments/local_photos/files/412327/medium.jpeg,amb_platges,41.264275,1.9494055556,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308454_412327.jpg
308453,412325,plantae,Cenchrus spinifex,https://minka-sdg.org/attachments/local_photos/files/412325/medium.jpeg,amb_platges,41.2644305556,1.9493833333,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308453_412325.jpg
308452,412324,plantae,Cenchrus spinifex,https://minka-sdg.org/attachments/local_photos/files/412324/medium.jpeg,amb_platges,41.2644361111,1.9493722222,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308452_412324.jpg
308451,412323,plantae,Medicago marina,https://minka-sdg.org/attachments/local_photos/files/412323/medium.jpeg,amb_platges,41.2644361111,1.9494,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308451_412323.jpg
308450,412321,plantae,Elymus farctus,https://minka-sdg.org/attachments/local_photos/files/412321/medium.jpeg,amb_platges,41.2643722222,1.9493777778,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308450_412321.jpg
308450,412322,plantae,Elymus farctus,https://minka-sdg.org/attachments/local_photos/files/412322/medium.jpeg,amb_platges,41.2643722222,1.9493777778,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308450_412322.jpg
308449,412320,plantae,Eryngium maritimum,https://minka-sdg.org/attachments/local_photos/files/412320/medium.jpeg,amb_platges,41.2643305556,1.9494222222,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308449_412320.jpg
308447,412319,plantae,Xanthium orientale,https://minka-sdg.org/attachments/local_photos/files/412319/medium.jpeg,amb_platges,41.2640944444,1.9457555556,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308447_412319.jpg
308445,412317,plantae,Sporobolus pungens,https://minka-sdg.org/attachments/local_photos/files/412317/medium.jpeg,amb_platges,41.2640416667,1.9457861111,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308445_412317.jpg
308444,412316,plantae,Elymus farctus,https://minka-sdg.org/attachments/local_photos/files/412316/medium.jpeg,amb_platges,41.2640833333,1.9458111111,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308444_412316.jpg
308444,412315,plantae,Elymus farctus,https://minka-sdg.org/attachments/local_photos/files/412315/medium.jpeg,amb_platges,41.2640833333,1.9458111111,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308444_412315.jpg
308443,412314,plantae,Calystegia soldanella,https://minka-sdg.org/attachments/local_photos/files/412314/medium.jpeg,amb_platges,41.2640777778,1.9458333333,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308443_412314.jpg
308442,412313,plantae,Echinophora spinosa,https://minka-sdg.org/attachments/local_photos/files/412313/medium.jpeg,amb_platges,41.2641305556,1.9457972222,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308442_412313.jpg
308441,411462,insecta,Polyommatus icarus,https://minka-sdg.org/attachments/local_photos/files/411462/medium.jpeg,amb_platges,41.2816302669,2.0895035537,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308441_411462.jpg
308439,411459,insecta,Polyommatus icarus,https://minka-sdg.org/attachments/local_photos/files/411459/medium.jpeg,amb_platges,41.2816302669,2.0895035537,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308439_411459.jpg
308439,411461,insecta,Polyommatus icarus,https://minka-sdg.org/attachments/local_photos/files/411461/medium.jpeg,amb_platges,41.2816302669,2.0895035537,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308439_411461.jpg
308439,411458,insecta,Polyommatus icarus,https://minka-sdg.org/attachments/local_photos/files/411458/medium.jpeg,amb_platges,41.2816302669,2.0895035537,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308439_411458.jpg
308436,411449,mollusca,Theba pisana,https://minka-sdg.org/attachments/local_photos/files/411449/medium.jpeg,amb_platges,41.2816302669,2.0895035537,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308436_411449.jpg
308434,411447,plantae,Yucca,https://minka-sdg.org/attachments/local_photos/files/411447/medium.jpeg,amb_platges,41.2774188652,2.0748657523,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308434_411447.jpg
308432,411445,plantae,Salsola kali,https://minka-sdg.org/attachments/local_photos/files/411445/medium.jpeg,amb_platges,41.2774188652,2.0748657523,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308432_411445.jpg
308431,411444,plantae,Cyperus capitatus,https://minka-sdg.org/attachments/local_photos/files/411444/medium.jpeg,amb_platges,41.2774188652,2.0748657523,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308431_411444.jpg
308430,411443,plantae,Echinophora spinosa,https://minka-sdg.org/attachments/local_photos/files/411443/medium.jpeg,amb_platges,41.2774188652,2.0748657523,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308430_411443.jpg
308428,411454,plantae,Matthiola sinuata,https://minka-sdg.org/attachments/local_photos/files/411454/medium.jpeg,amb_platges,41.2805042702,2.0853158077,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308428_411454.jpg
308428,411455,plantae,Matthiola sinuata,https://minka-sdg.org/attachments/local_photos/files/411455/medium.jpeg,amb_platges,41.2805042702,2.0853158077,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308428_411455.jpg
308428,411451,plantae,Matthiola sinuata,https://minka-sdg.org/attachments/local_photos/files/411451/medium.jpeg,amb_platges,41.2805042702,2.0853158077,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308428_411451.jpg
308428,411450,plantae,Matthiola sinuata,https://minka-sdg.org/attachments/local_photos/files/411450/medium.jpeg,amb_platges,41.2805042702,2.0853158077,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308428_411450.jpg
308428,411452,plantae,Matthiola sinuata,https://minka-sdg.org/attachments/local_photos/files/411452/medium.jpeg,amb_platges,41.2805042702,2.0853158077,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308428_411452.jpg
308428,411453,plantae,Matthiola sinuata,https://minka-sdg.org/attachments/local_photos/files/411453/medium.jpeg,amb_platges,41.2805042702,2.0853158077,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308428_411453.jpg
308428,411440,plantae,Matthiola sinuata,https://minka-sdg.org/attachments/local_photos/files/411440/medium.jpeg,amb_platges,41.2805042702,2.0853158077,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308428_411440.jpg
308427,411439,plantae,Lotus creticus,https://minka-sdg.org/attachments/local_photos/files/411439/medium.jpeg,amb_platges,41.2774188652,2.0748657523,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308427_411439.jpg
308426,411438,plantae,Eryngium maritimum,https://minka-sdg.org/attachments/local_photos/files/411438/medium.jpeg,amb_platges,41.2774188652,2.0748657523,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308426_411438.jpg
308425,411436,plantae,Cuscuta,https://minka-sdg.org/attachments/local_photos/files/411436/medium.jpeg,amb_platges,41.2774188652,2.0748657523,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308425_411436.jpg
308424,411435,plantae,Crucianella maritima,https://minka-sdg.org/attachments/local_photos/files/411435/medium.jpeg,amb_platges,41.2775445043,2.0752601129,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308424_411435.jpg
308423,411434,plantae,Phoenix canariensis,https://minka-sdg.org/attachments/local_photos/files/411434/medium.jpeg,amb_platges,41.2774992644,2.0749741559,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308423_411434.jpg
308421,411432,plantae,Gazania rigens,https://minka-sdg.org/attachments/local_photos/files/411432/medium.jpeg,amb_platges,41.2805042702,2.0853158077,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308421_411432.jpg
308420,411431,plantae,Carpobrotus,https://minka-sdg.org/attachments/local_photos/files/411431/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308420_411431.jpg
308418,411429,plantae,Carpobrotus,https://minka-sdg.org/attachments/local_photos/files/411429/medium.jpeg,amb_platges,41.277452,2.074848,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308418_411429.jpg
308417,411428,plantae,Cenchrus spinifex,https://minka-sdg.org/attachments/local_photos/files/411428/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308417_411428.jpg
308416,411425,plantae,Helichrysum,https://minka-sdg.org/attachments/local_photos/files/411425/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308416_411425.jpg
308416,411426,plantae,Helichrysum,https://minka-sdg.org/attachments/local_photos/files/411426/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308416_411426.jpg
308416,411427,plantae,Helichrysum,https://minka-sdg.org/attachments/local_photos/files/411427/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308416_411427.jpg
308414,411421,plantae,Oenothera,https://minka-sdg.org/attachments/local_photos/files/411421/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308414_411421.jpg
308413,411420,plantae,Euphorbia,https://minka-sdg.org/attachments/local_photos/files/411420/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308413_411420.jpg
308413,411424,plantae,Euphorbia,https://minka-sdg.org/attachments/local_photos/files/411424/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308413_411424.jpg
308412,411416,plantae,Oenothera,https://minka-sdg.org/attachments/local_photos/files/411416/medium.jpeg,amb_platges,41.2774383469,2.0746162293,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308412_411416.jpg
308411,411415,plantae,Xanthium,https://minka-sdg.org/attachments/local_photos/files/411415/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308411_411415.jpg
308410,411413,plantae,Matthiola sinuata,https://minka-sdg.org/attachments/local_photos/files/411413/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308410_411413.jpg
308410,411418,plantae,Matthiola sinuata,https://minka-sdg.org/attachments/local_photos/files/411418/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308410_411418.jpg
308409,411412,plantae,Oenothera,https://minka-sdg.org/attachments/local_photos/files/411412/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308409_411412.jpg
308407,411399,plantae,Phleum,https://minka-sdg.org/attachments/local_photos/files/411399/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308407_411399.jpg
308407,411414,plantae,Phleum,https://minka-sdg.org/attachments/local_photos/files/411414/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308407_411414.jpg
308407,411408,plantae,Phleum,https://minka-sdg.org/attachments/local_photos/files/411408/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308407_411408.jpg
308407,411407,plantae,Phleum,https://minka-sdg.org/attachments/local_photos/files/411407/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308407_411407.jpg
308407,411400,plantae,Phleum,https://minka-sdg.org/attachments/local_photos/files/411400/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308407_411400.jpg
308405,411393,plantae,Medicago marina,https://minka-sdg.org/attachments/local_photos/files/411393/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308405_411393.jpg
308404,411394,insecta,Bombus,https://minka-sdg.org/attachments/local_photos/files/411394/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308404_411394.jpg
308404,411396,insecta,Bombus,https://minka-sdg.org/attachments/local_photos/files/411396/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308404_411396.jpg
308404,411392,insecta,Bombus,https://minka-sdg.org/attachments/local_photos/files/411392/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308404_411392.jpg
308404,411397,insecta,Bombus,https://minka-sdg.org/attachments/local_photos/files/411397/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308404_411397.jpg
308404,411395,insecta,Bombus,https://minka-sdg.org/attachments/local_photos/files/411395/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308404_411395.jpg
308403,411391,plantae,Cynanchum acutum,https://minka-sdg.org/attachments/local_photos/files/411391/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308403_411391.jpg
308403,411390,plantae,Cynanchum acutum,https://minka-sdg.org/attachments/local_photos/files/411390/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308403_411390.jpg
308398,411379,plantae,Cakile maritima,https://minka-sdg.org/attachments/local_photos/files/411379/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308398_411379.jpg
308397,411378,plantae,Cenchrus spinifex,https://minka-sdg.org/attachments/local_photos/files/411378/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308397_411378.jpg
308396,411377,plantae,Echium,https://minka-sdg.org/attachments/local_photos/files/411377/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308396_411377.jpg
308395,411376,plantae,Xanthium,https://minka-sdg.org/attachments/local_photos/files/411376/medium.jpeg,amb_platges,41.2773549403,2.0746087743,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308395_411376.jpg
308390,411367,plantae,Calystegia soldanella,https://minka-sdg.org/attachments/local_photos/files/411367/medium.jpeg,amb_platges,41.2715887097,2.0495575591,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308390_411367.jpg
308389,411369,plantae,Ambrosia,https://minka-sdg.org/attachments/local_photos/files/411369/medium.jpeg,amb_platges,41.26451681,1.9958593381,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308389_411369.jpg
308389,411370,plantae,Ambrosia,https://minka-sdg.org/attachments/local_photos/files/411370/medium.jpeg,amb_platges,41.26451681,1.9958593381,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308389_411370.jpg
308389,411366,plantae,Ambrosia,https://minka-sdg.org/attachments/local_photos/files/411366/medium.jpeg,amb_platges,41.26451681,1.9958593381,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308389_411366.jpg
308388,411364,aves,Passer domesticus,https://minka-sdg.org/attachments/local_photos/files/411364/medium.jpeg,amb_platges,41.26451681,1.9958593381,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308388_411364.jpg
308387,411363,plantae,Echinophora spinosa,https://minka-sdg.org/attachments/local_photos/files/411363/medium.jpeg,amb_platges,41.26451681,1.9958593381,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308387_411363.jpg
308386,411362,plantae,Gazania rigens,https://minka-sdg.org/attachments/local_photos/files/411362/medium.jpeg,amb_platges,41.2645029242,1.995860282,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308386_411362.jpg
308386,411365,plantae,Gazania rigens,https://minka-sdg.org/attachments/local_photos/files/411365/medium.jpeg,amb_platges,41.2645029242,1.995860282,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308386_411365.jpg
308376,411342,plantae,Crithmum maritimum,https://minka-sdg.org/attachments/local_photos/files/411342/medium.jpeg,amb_platges,41.264745338,1.9564168335,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308376_411342.jpg
308374,411340,plantae,Oenothera,https://minka-sdg.org/attachments/local_photos/files/411340/medium.jpeg,amb_platges,41.2648332561,1.9567128066,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308374_411340.jpg
308373,411339,plantae,Oenothera,https://minka-sdg.org/attachments/local_photos/files/411339/medium.jpeg,amb_platges,41.2648332561,1.9567128066,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308373_411339.jpg
308373,411347,plantae,Oenothera,https://minka-sdg.org/attachments/local_photos/files/411347/medium.jpeg,amb_platges,41.2648332561,1.9567128066,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308373_411347.jpg
308372,411345,aves,Ichthyaetus audouinii,https://minka-sdg.org/attachments/local_photos/files/411345/medium.jpeg,amb_platges,41.264212,1.945697,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308372_411345.jpg
308372,411338,aves,Ichthyaetus audouinii,https://minka-sdg.org/attachments/local_photos/files/411338/medium.jpeg,amb_platges,41.264212,1.945697,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308372_411338.jpg
308372,411337,aves,Ichthyaetus audouinii,https://minka-sdg.org/attachments/local_photos/files/411337/medium.jpeg,amb_platges,41.264212,1.945697,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308372_411337.jpg
308372,411346,aves,Ichthyaetus audouinii,https://minka-sdg.org/attachments/local_photos/files/411346/medium.jpeg,amb_platges,41.264212,1.945697,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308372_411346.jpg
308369,411334,aves,Ichthyaetus audouinii,https://minka-sdg.org/attachments/local_photos/files/411334/medium.jpeg,amb_platges,41.26414,1.94486,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308369_411334.jpg
308345,411295,plantae,Cenchrus spinifex,https://minka-sdg.org/attachments/local_photos/files/411295/medium.jpeg,amb_platges,41.264273,1.947141,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308345_411295.jpg
308316,411258,aves,Columba livia,https://minka-sdg.org/attachments/local_photos/files/411258/medium.jpeg,amb_platges,41.2639935271,1.9447688677,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308316_411258.jpg
308313,411254,aves,Ichthyaetus audouinii,https://minka-sdg.org/attachments/local_photos/files/411254/medium.jpeg,amb_platges,41.2641761505,1.9456031542,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308313_411254.jpg
308312,411253,plantae,Echinophora spinosa,https://minka-sdg.org/attachments/local_photos/files/411253/medium.jpeg,amb_platges,41.264157,1.948038,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308312_411253.jpg
308310,411251,plantae,Echinophora spinosa,https://minka-sdg.org/attachments/local_photos/files/411251/medium.jpeg,amb_platges,41.264177,1.947589,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308310_411251.jpg
308310,411249,plantae,Echinophora spinosa,https://minka-sdg.org/attachments/local_photos/files/411249/medium.jpeg,amb_platges,41.264177,1.947589,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308310_411249.jpg
308310,411250,plantae,Echinophora spinosa,https://minka-sdg.org/attachments/local_photos/files/411250/medium.jpeg,amb_platges,41.264177,1.947589,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",308310_411250.jpg
306983,410399,insecta,Acrida ungarica,https://minka-sdg.org/attachments/local_photos/files/410399/medium.jpeg,mediambient_ajelprat,41.282541247,2.0902950785,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306983_410399.jpg
306983,410400,insecta,Acrida ungarica,https://minka-sdg.org/attachments/local_photos/files/410400/medium.jpeg,mediambient_ajelprat,41.282541247,2.0902950785,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306983_410400.jpg
306980,410396,aves,Pica pica,https://minka-sdg.org/attachments/local_photos/files/410396/medium.jpeg,mediambient_ajelprat,41.2837921913,2.0945100131,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306980_410396.jpg
306966,410378,aves,Ichthyaetus audouinii,https://minka-sdg.org/attachments/local_photos/files/410378/medium.jpeg,mediambient_ajelprat,41.2877422571,2.1076417544,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306966_410378.jpg
306946,410349,aves,Larus michahellis,https://minka-sdg.org/attachments/local_photos/files/410349/medium.jpeg,mediambient_ajelprat,41.295662646,2.1234897801,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306946_410349.jpg
306945,410348,aves,Larus michahellis,https://minka-sdg.org/attachments/local_photos/files/410348/medium.jpeg,mediambient_ajelprat,41.2979565823,2.1318350858,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306945_410348.jpg
306945,410344,aves,Larus michahellis,https://minka-sdg.org/attachments/local_photos/files/410344/medium.jpeg,mediambient_ajelprat,41.2979565823,2.1318350858,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306945_410344.jpg
306945,410347,aves,Larus michahellis,https://minka-sdg.org/attachments/local_photos/files/410347/medium.jpeg,mediambient_ajelprat,41.2979565823,2.1318350858,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306945_410347.jpg
306944,410346,insecta,Sphingonotus caerulans,https://minka-sdg.org/attachments/local_photos/files/410346/medium.jpeg,mediambient_ajelprat,41.2965090167,2.124887211,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306944_410346.jpg
306943,410343,aves,Galerida cristata,https://minka-sdg.org/attachments/local_photos/files/410343/medium.jpeg,mediambient_ajelprat,41.2966694253,2.1249360283,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306943_410343.jpg
306942,410342,aves,Larus michahellis,https://minka-sdg.org/attachments/local_photos/files/410342/medium.jpeg,mediambient_ajelprat,41.3002570979,2.1324161717,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306942_410342.jpg
306941,410341,aves,Chroicocephalus ridibundus,https://minka-sdg.org/attachments/local_photos/files/410341/medium.jpeg,mediambient_ajelprat,41.2994349566,2.132265968,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306941_410341.jpg
306940,410340,aves,Himantopus himantopus,https://minka-sdg.org/attachments/local_photos/files/410340/medium.jpeg,mediambient_ajelprat,41.3006520444,2.1314398476,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306940_410340.jpg
306939,410338,aves,Plegadis falcinellus,https://minka-sdg.org/attachments/local_photos/files/410338/medium.jpeg,mediambient_ajelprat,41.2977100382,2.1296052167,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306939_410338.jpg
306939,410339,aves,Plegadis falcinellus,https://minka-sdg.org/attachments/local_photos/files/410339/medium.jpeg,mediambient_ajelprat,41.2977100382,2.1296052167,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306939_410339.jpg
306938,410337,aves,Delichon urbicum,https://minka-sdg.org/attachments/local_photos/files/410337/medium.jpeg,mediambient_ajelprat,41.2994430562,2.1310776008,cc-by-nc,"(c) mediambient_ajelprat, some rights reserved (CC BY-NC)",306938_410337.jpg
301623,403573,insecta,Bombus,https://minka-sdg.org/attachments/local_photos/files/403573/medium.jpeg,amb_platges,41.2881083333,2.10825,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",301623_403573.jpg
301623,403572,insecta,Bombus,https://minka-sdg.org/attachments/local_photos/files/403572/medium.jpeg,amb_platges,41.2881083333,2.10825,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",301623_403572.jpg
301622,403571,plantae,Tamarix,https://minka-sdg.org/attachments/local_photos/files/403571/medium.jpeg,amb_platges,41.4380111111,2.2441388889,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",301622_403571.jpg
301620,403568,plantae,Cakile maritima,https://minka-sdg.org/attachments/local_photos/files/403568/medium.jpeg,amb_platges,41.288075,2.1081777778,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",301620_403568.jpg
301619,403567,plantae,Salsola kali,https://minka-sdg.org/attachments/local_photos/files/403567/medium.jpeg,amb_platges,41.2881222222,2.108225,cc-by,"(c) AMB Platges, some rights reserved (CC BY)",301619_403567.jpg
