id,created_at,updated_at,observed_on,observed_on_time,iconic_taxon,taxon_id,taxon_rank,taxon_name,latitude,longitude,obscured,place_name,quality_grade,user_id,user_login,license_obs,identifications_count,identifiers,num_identification_agreements,num_identification_disagreements,device,kingdom,phylum,class,order,family,genus
489330,2025-06-04,2025-06-05,2025-06-04,10:30:00,plantae,90169,species,Calystegia soldanella,41.2838106102,2.0948294772,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia
489329,2025-06-04,2025-06-05,2025-06-04,10:31:00,plantae,264401,species,Marcus-kochia littorea,41.2835123895,2.0937299537,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Capparales,Brassicaceae,Marcus-kochia
489328,2025-06-04,2025-06-05,2025-06-04,10:28:00,plantae,35545,genus,Rubus,41.2837501602,2.094513029,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,
489325,2025-06-04,2025-06-05,2025-06-04,10:27:00,plantae,258628,species,Lysimachia arvensis,41.2838630002,2.0949099301,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Primulales,Primulaceae,Lysimachia
489324,2025-06-04,2025-06-05,2025-06-04,10:26:00,plantae,248008,species,Cakile maritima,41.2843586769,2.0965028769,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Capparales,Brassicaceae,Cakile
489322,2025-06-04,2025-06-04,2025-06-04,10:22:00,insecta,245113,species,Anoxia australis,41.2841974639,2.0960040367,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, jaume-piera",1,0,web,Animalia,Arthropoda,Insecta,Coleoptera,Melolonthidae,Anoxia
489321,2025-06-04,2025-06-04,2025-06-04,10:06:00,reptilia,254136,species,Podarcis liolepis,41.2841571674,2.0958914141,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, jaume-piera",1,0,web,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis
489320,2025-06-04,2025-06-05,2025-06-04,10:04:00,insecta,220050,species,Zygaena trifolii,41.284173261,2.0958645582,False,Spain,research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena
489319,2025-06-04,2025-06-05,2025-06-04,10:00:00,insecta,251680,species,Tituboea sexmaculata,41.2839516119,2.0954783842,False,Spain,research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Tituboea
489318,2025-06-04,2025-06-05,2025-06-04,10:00:00,insecta,18971,genus,Anisoplia,41.2839878818,2.0955159289,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Coleoptera,Rutelidae,
489317,2025-06-04,2025-06-04,2025-06-04,09:59:00,insecta,251680,species,Tituboea sexmaculata,41.2839919293,2.0955374852,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, jaume-piera",1,0,web,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Tituboea
489316,2025-06-04,2025-06-05,2025-06-04,09:45:00,insecta,245274,species,Anthophora bimaculata,41.2840039754,2.0954193196,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora
489315,2025-06-04,2025-06-04,2025-06-04,09:35:00,insecta,252125,species,Hyles euphorbiae,41.2838145635,2.0947274243,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, jaume-piera",1,0,web,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles
489314,2025-06-04,2025-06-05,2025-06-04,09:33:00,plantae,221647,species,Paronychia argentea,41.2837944015,2.09474885,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia
489313,2025-06-04,2025-06-04,2025-06-04,09:32:00,insecta,220050,species,Zygaena trifolii,41.2836654413,2.0943197677,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, albertvim",1,0,web,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Zygaena
489312,2025-06-04,2025-06-04,2025-06-04,09:31:00,insecta,252125,species,Hyles euphorbiae,41.2836775314,2.0943519488,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, jaume-piera",1,0,web,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles
489311,2025-06-04,2025-06-05,2025-06-04,07:35:00,insecta,159939,species,Polyommatus icarus,41.2836614146,2.0942607804,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus
489310,2025-06-04,2025-06-05,2025-06-04,10:33:00,plantae,90169,species,Calystegia soldanella,41.2837057425,2.0944002313,False,"Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia
489248,2025-06-04,2025-06-04,2025-06-04,10:00:00,insecta,245113,species,Anoxia australis,41.2841344,2.0957096,False,Spain,research,817,marinatorresgi,cc-by-nc,2,"xasalva, jaume-piera",2,0,app,Animalia,Arthropoda,Insecta,Coleoptera,Melolonthidae,Anoxia
489247,2025-06-04,2025-06-05,2025-06-04,09:47:00,insecta,251680,species,Tituboea sexmaculata,41.28396,2.0955733,False,Spain,research,13319,laia_raurich,cc-by,2,"xasalva, loreto_rodriguez",2,0,app,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Tituboea
489246,2025-06-04,2025-06-05,2025-06-04,09:43:00,insecta,249075,species,Nezara viridula,41.28396,2.0955732,False,Spain,research,13319,laia_raurich,cc-by,2,"xasalva, loreto_rodriguez",2,0,app,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Nezara
489245,2025-06-04,2025-06-04,2025-06-04,09:44:00,insecta,252243,species,Colias croceus,41.2840178,2.0954933,False,Spain,research,16862,martasj13,cc-by,1,"martasj13, xasalva",1,0,app,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias
489244,2025-06-04,2025-06-04,2025-06-04,09:41:00,insecta,252125,species,Hyles euphorbiae,41.2839963,2.0953691,False,Spain,research,817,marinatorresgi,cc-by-nc,2,"jaume-piera, xasalva",2,0,app,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles
489243,2025-06-04,2025-06-04,2025-06-04,09:41:00,insecta,252125,species,Hyles euphorbiae,41.2839963,2.0953691,False,Spain,research,817,marinatorresgi,cc-by-nc,2,"jaume-piera, xasalva",2,0,app,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles
489242,2025-06-04,2025-06-05,2025-06-04,09:41:00,plantae,38160,genus,Allium,41.2839963,2.0953691,False,Spain,research,817,marinatorresgi,cc-by-nc,2,"xasalva, jaume-piera",2,0,app,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,
489241,2025-06-04,2025-06-04,2025-06-04,09:41:00,plantae,262854,species,Plantago lagopus,41.2839963,2.0953691,False,Spain,research,817,marinatorresgi,cc-by-nc,2,"xasalva, jaume-piera",2,0,app,Plantae,Tracheophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Plantago
489240,2025-06-04,2025-06-05,2025-06-04,09:41:00,insecta,252164,species,Coccinella septempunctata,41.2839963,2.0953691,False,Spain,research,817,marinatorresgi,cc-by-nc,2,"xasalva, loreto_rodriguez",2,0,app,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella
489239,2025-06-04,2025-06-04,2025-04-22,08:54:00,aves,158468,species,Ichthyaetus audouinii,41.2852302206,2.0998842542,False,Platja de can Camins,research,15,mediambient_ajelprat,cc-by-nc,1,"mediambient_ajelprat, jaume-piera",1,0,web,Animalia,Chordata,Aves,Ciconiiformes,Laridae,Ichthyaetus
489236,2025-06-04,2025-06-04,2025-06-04,09:10:00,plantae,43250,genus,Yucca,41.283995104,2.0983617563,False,Spain,research,851,davidpiquer,cc-by-nc,1,"davidpiquer, xasalva",1,0,app,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,
489235,2025-06-04,2025-06-04,2025-06-04,09:10:00,plantae,43250,genus,Yucca,41.2834921588,2.0936518163,False,Spain,research,16861,cescpla,cc-by,1,"cescpla, xasalva",1,0,app,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,
489234,2025-06-04,2025-06-05,2025-06-03,10:37:00,insecta,247375,species,Euchloe crameri,41.4321133333,2.24023,False,Spain,research,851,davidpiquer,cc-by-nc,2,"davidpiquer, xasalva, loreto_rodriguez",2,0,app,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Euchloe
487298,2025-06-02,2025-06-02,2025-05-28,06:33:00,aves,257383,species,Gulosus aristotelis,41.2641095346,1.976133585,False,"Castelldefels, Barcelona, España",research,1239,amb_platges,cc-by,1,"amb_platges, xasalva",1,0,web,Animalia,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,Gulosus
486646,2025-06-01,2025-06-01,2025-06-01,14:27:00,insecta,247674,species,Eupeodes corollae,41.267761045,2.0296419784,False,Spain,research,135,jaom,cc-by-nc,1,"jaom, xasalva",1,0,app,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes
486645,2025-06-01,2025-06-01,2025-06-01,14:14:00,plantae,251884,species,Tribulus terrestris,41.2677045958,2.0300111175,False,Spain,research,135,jaom,cc-by-nc,1,"jaom, xasalva",1,0,app,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Zygophyllaceae,Tribulus
461372,2025-05-29,2025-05-29,2025-05-29,15:31:00,mollusca,248495,species,Mytilus galloprovincialis,41.4288753642,2.2380102327,False,Spain,research,16816,hussnainali,cc-by,1,"hussnainali, xasalva",1,0,app,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus
461358,2025-05-29,2025-05-30,2025-05-29,15:02:00,plantae,248008,species,Cakile maritima,41.418087,2.2308859722,False,Spain,research,16519,cristian19_hn,cc-by,1,"cristian19_hn, xasalva",1,0,app,Plantae,Tracheophyta,Magnoliopsida,Capparales,Brassicaceae,Cakile
461357,2025-05-29,2025-05-30,2025-05-29,14:58:00,aves,252264,species,Columba livia,41.4148432961,2.2306787708,False,Spain,research,16816,hussnainali,cc-by,2,"hussnainali, xasalva, loreto_rodriguez",2,0,app,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba
461344,2025-05-29,2025-05-29,2025-05-28,07:01:00,aves,18849,genus,Puffinus,41.2750313707,2.066245079,False,"Barcelona, España",research,1239,amb_platges,cc-by,1,"amb_platges, badosa",1,0,web,Animalia,Chordata,Aves,Ciconiiformes,Procellariidae,
461015,2025-05-28,2025-05-28,2025-05-27,05:50:00,aves,257383,species,Gulosus aristotelis,41.2641206705,1.9781506062,False,"Castelldefels, Barcelona, España",research,1239,amb_platges,cc-by,1,"amb_platges, xasalva",1,0,web,Animalia,Chordata,Aves,Ciconiiformes,Phalacrocoracidae,Gulosus
460659,2025-05-27,2025-05-27,2025-05-26,13:23:00,insecta,247375,species,Euchloe crameri,41.4182380087,2.2323301435,False,"Barcelona, España",research,1239,amb_platges,cc-by,1,"amb_platges, xasalva",1,0,web,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Euchloe
460658,2025-05-27,2025-05-28,2025-05-26,13:23:00,plantae,264401,species,Marcus-kochia littorea,41.4184313303,2.2325527668,False,"Barcelona, España",research,1239,amb_platges,cc-by,1,"amb_platges, xasalva, amb_platges, xasalva",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Capparales,Brassicaceae,Marcus-kochia
460657,2025-05-27,2025-05-30,2025-05-26,13:22:00,insecta,8843,genus,Villa,41.4181015619,2.2321665287,False,"Barcelona, España",research,1239,amb_platges,cc-by,1,"amb_platges, xasalva, amb_platges",1,0,web,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,
460656,2025-05-27,2025-05-27,2025-05-26,11:49:00,aves,250497,species,Charadrius dubius,41.4156253498,2.2306698561,False,"Barcelona, España",research,1239,amb_platges,cc-by,1,"amb_platges, xasalva",1,0,web,Animalia,Chordata,Aves,Ciconiiformes,Charadriidae,Charadrius
460194,2025-05-26,2025-05-27,2025-05-26,08:50:00,plantae,242032,species,Pinus halepensis,41.265027492,1.9828096032,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, badosa",1,0,web,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus
460193,2025-05-26,2025-05-27,2025-05-26,08:47:00,plantae,83185,genus,Carpobrotus,41.265027492,1.9828096032,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, badosa",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,
460191,2025-05-26,2025-05-27,2025-05-26,08:45:00,insecta,253130,species,Philanthus triangulum,41.265027492,1.9828096032,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Philanthus
460190,2025-05-26,2025-05-26,2025-05-26,08:44:00,insecta,247244,species,Brithys crini,41.265027492,1.9828096032,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, bertinhaco",1,0,web,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Brithys
460189,2025-05-26,2025-05-26,2025-05-26,08:44:00,plantae,252707,species,Pancratium maritimum,41.265027492,1.9828096032,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, bertinhaco",1,0,web,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Pancratium
460188,2025-05-26,2025-05-27,2025-05-26,08:43:00,plantae,90169,species,Calystegia soldanella,41.265027492,1.9828096032,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia
460187,2025-05-26,2025-05-27,2025-05-26,08:43:00,plantae,39525,genus,Asparagus,41.265027492,1.9828096032,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,
460186,2025-05-26,2025-05-27,2025-05-26,08:42:00,plantae,246878,species,Metrosideros excelsa,41.265027492,1.9828096032,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Metrosideros
460183,2025-05-26,2025-05-30,2025-05-26,08:40:00,insecta,242685,species,Plutella xylostella,41.2650048974,1.9855773119,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Lepidoptera,Plutellidae,Plutella
460182,2025-05-26,2025-06-03,2025-05-26,08:39:00,plantae,83185,genus,Carpobrotus,41.2650048974,1.9855773119,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Aizoaceae,
460181,2025-05-26,2025-05-30,2025-05-26,08:38:00,plantae,264401,species,Marcus-kochia littorea,41.2650048974,1.9855773119,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Capparales,Brassicaceae,Marcus-kochia
460178,2025-05-26,2025-06-03,2025-05-26,08:36:00,plantae,247985,species,Euphorbia terracina,41.2650109411,1.9863233602,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
460174,2025-05-26,2025-05-27,2025-05-26,08:34:00,insecta,247590,species,Euodynerus variegatus,41.2650109411,1.9863233602,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Euodynerus
460173,2025-05-26,2025-05-26,2025-05-26,08:33:00,insecta,247244,species,Brithys crini,41.2650109411,1.9863233602,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, bertinhaco",1,0,web,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Brithys
460172,2025-05-26,2025-05-27,2025-05-26,08:33:00,insecta,249310,species,Nomophila noctuella,41.2650109411,1.9863233602,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Nomophila
460170,2025-05-26,2025-05-27,2025-05-26,08:30:00,insecta,105506,species,Beosus maritimus,41.2650109411,1.9863233602,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Beosus
460169,2025-05-26,2025-05-27,2025-05-26,08:30:00,mollusca,252590,species,Otala punctata,41.2650109411,1.9863233602,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Otala
460168,2025-05-26,2025-05-27,2025-05-26,08:30:00,insecta,243241,species,Cydnus aterrimus,41.2650109411,1.9863233602,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Hemiptera,Cydnidae,Cydnus
460167,2025-05-26,2025-05-27,2025-05-26,08:29:00,insecta,89186,genus,Dicranocephalus,41.265007739,1.9914963533,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Hemiptera,Stenocephalidae,
460165,2025-05-26,2025-05-27,2025-05-26,08:27:00,insecta,8048,genus,Polistes,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,
460161,2025-05-26,2025-05-27,2025-05-26,08:25:00,plantae,249924,species,Centaurea aspera,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea
460158,2025-05-26,2025-05-27,2025-05-26,08:22:00,insecta,248403,species,Scarites buparius,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Scarites
460157,2025-05-26,2025-05-27,2025-05-26,08:23:00,plantae,44508,genus,Tamarix,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Violales,Tamaricaceae,
460155,2025-05-26,2025-05-27,2025-05-26,08:21:00,insecta,249253,species,Grammodes stolida,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Grammodes
460154,2025-05-26,2025-05-27,2025-05-26,08:21:00,plantae,38944,genus,Cenchrus,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,
460152,2025-05-26,2025-05-27,2025-05-26,08:20:00,plantae,244972,species,Lotus creticus,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus
460150,2025-05-26,2025-05-27,2025-05-26,08:17:00,plantae,29279,genus,Rumex,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Polygonales,Polygonaceae,
460149,2025-05-26,2025-05-26,2025-05-26,08:16:00,plantae,244972,species,Lotus creticus,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, bertinhaco",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus
460148,2025-05-26,2025-05-27,2025-05-26,08:15:00,plantae,242870,species,Lagurus ovatus,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lagurus
460147,2025-05-26,2025-05-27,2025-05-26,08:14:00,plantae,245585,species,Elaeagnus angustifolia,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Rhamnales,Elaeagnaceae,Elaeagnus
460145,2025-05-26,2025-05-27,2025-05-26,08:13:00,arachnida,264884,species,Eatoniana plumipes,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Arachnida,Prostigmata,Erythraeidae,Eatoniana
460143,2025-05-26,2025-05-27,2025-05-26,08:12:00,plantae,247985,species,Euphorbia terracina,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
460142,2025-05-26,2025-05-26,2025-05-26,08:12:00,plantae,246991,species,Asphodelus fistulosus,41.2649609604,1.9880372438,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, badosa",1,0,web,Plantae,Tracheophyta,Liliopsida,Asparagales,Xanthorrhoeaceae,Asphodelus
460140,2025-05-26,2025-05-27,2025-05-26,08:11:00,plantae,90449,species,Scabiosa atropurpurea,41.2650153885,1.9907596777,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Dipsacaceae,Scabiosa
460139,2025-05-26,2025-05-27,2025-05-26,08:11:00,plantae,243449,species,Cyperus capitatus,41.2650153885,1.9907596777,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus
460138,2025-05-26,2025-05-27,2025-05-26,08:11:00,plantae,249924,species,Centaurea aspera,41.2650153885,1.9907596777,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea
460135,2025-05-26,2025-05-26,2025-05-26,08:10:00,plantae,262854,species,Plantago lagopus,41.2650153885,1.9907596777,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, bertinhaco",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Plantago
460134,2025-05-26,2025-05-26,2025-05-26,08:10:00,plantae,244728,species,Lobularia maritima,41.2650153885,1.9907596777,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, bertinhaco",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Capparales,Brassicaceae,
460133,2025-05-26,2025-05-27,2025-05-26,08:10:00,plantae,258628,species,Lysimachia arvensis,41.2650153885,1.9907596777,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Primulales,Primulaceae,Lysimachia
460132,2025-05-26,2025-05-27,2025-05-26,07:22:00,insecta,243241,species,Cydnus aterrimus,41.2650153885,1.9907596777,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Hemiptera,Cydnidae,Cydnus
460131,2025-05-26,2025-05-27,2025-05-26,07:20:00,insecta,243241,species,Cydnus aterrimus,41.2650153885,1.9907596777,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Hemiptera,Cydnidae,Cydnus
460130,2025-05-26,2025-05-27,2025-05-26,07:19:00,insecta,244551,species,Dicranocephalus albipes,41.2650153885,1.9907596777,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Hemiptera,Stenocephalidae,Dicranocephalus
460129,2025-05-26,2025-05-27,2025-05-26,06:59:00,insecta,247244,species,Brithys crini,41.2645294944,1.9910037545,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Brithys
460128,2025-05-26,2025-05-27,2025-05-26,06:57:00,insecta,242951,species,Lampides boeticus,41.2645294944,1.9910037545,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lampides
460127,2025-05-26,2025-05-27,2025-05-26,06:50:00,plantae,257131,species,Cutandia maritima,41.2645294944,1.9910037545,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cutandia
460126,2025-05-26,2025-05-27,2025-05-26,06:50:00,plantae,90169,species,Calystegia soldanella,41.2645294944,1.9910037545,False,"Castelldefels, Barcelona, España",research,4,xasalva,cc-by-nc,1,"xasalva, loreto_rodriguez",1,0,web,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia
